date,reporting_organization,implementing_partners,state,admin1_pcode,township,admin3_pcode,location,location_type,admin5_pcode,activity,delivery_modality,beneficiary_type,unique_beneficiaries,beneficiaries
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,maung hla ma (lin bar si li),ward_towwn,198181,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),226
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,mee kyaung khaung swea,ward_towwn,198179,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),84
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,daing net pyin,ward_towwn,198384,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,290
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,pyin shey,ward_towwn,198340,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,196
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,pyin shey ah shey (ku lar),ward_towwn,198383,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,93
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,sein hnyin pyar zay,ward_towwn,198381,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,108
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,taw kan,ward_towwn,198385,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,247
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,tha pyay taw,ward_towwn,179377,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,298
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,tin set,ward_towwn,198387,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,189
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,yet chaung,ward_towwn,165196,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,146
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay ah nauk,ward_towwn,198389,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,136
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,daing net ywar,ward_towwn,217867,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,99
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,tat min chaung,ward_towwn,198168,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),1402
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,myauk,ward_towwn,179007,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),404
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,taung,ward_towwn,188478,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),636
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,taung chay,ward_towwn,220336,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,282
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,tha peik taung (rakhine),ward_towwn,198377,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),112
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,gone nar,ward_towwn,198435,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,145
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,thit yin,ward_towwn,198307,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),334
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,ywar ma mu sa lin,ward_towwn,198306,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),425
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,ywar ma rakhine,ward_towwn,198304,Provide crops & vegetables kits,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),252
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,lay maing ward,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,1562
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,mee kyaung tet,ward_towwn,198495,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,366
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,min ga lar gyi,ward_towwn,197961,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,924
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,thar zay,ward_towwn,197962,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,447
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,har bi (east),ward_towwn,197977,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,226
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,har bi (middle),ward_towwn,197976,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,343
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,har bi (west),ward_towwn,197975,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,528
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,khway lar bin gar,ward_towwn,197974,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,378
2021-11-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,thi ho kyun,ward_towwn,197973,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,131
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,kone tan ywar thit,ward_towwn,150508,Provide monthly food baskets,In-kind,Host/local Community,Yes,806
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,ku mi khar li,ward_towwn,198180,Provide monthly food baskets,In-kind,Host/local Community,Yes,508
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,maung hla ma (lin bar si li),ward_towwn,198181,Provide monthly food baskets,In-kind,Host/local Community,Yes,278
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,mee kyaung khaung swea,ward_towwn,198179,Provide monthly food baskets,In-kind,Host/local Community,Yes,124
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,daing net ywar,ward_towwn,217867,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),206
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,tat min chaung,ward_towwn,198168,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),2737
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,myauk,ward_towwn,179007,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),1367
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,taung,ward_towwn,188478,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),1512
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,taung chay,ward_towwn,220336,Provide monthly food baskets,In-kind,Host/local Community,Yes,702
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,tha peik taung (rakhine),ward_towwn,198377,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),296
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,gone nar,ward_towwn,198435,Provide monthly food baskets,In-kind,Host/local Community,Yes,176
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,thit yin,ward_towwn,198307,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),360
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,ywar ma mu sa lin,ward_towwn,198306,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),1270
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,ywar ma rakhine,ward_towwn,198304,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),443
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,lay maing ward,ward_towwn,NA,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),5380
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,nyaung chaung,ward_towwn,159750,Provide monthly food baskets,In-kind,Host/local Community,Yes,511
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe yin aye (natala),ward_towwn,220737,Provide monthly food baskets,In-kind,Host/local Community,Yes,1345
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,myauk,ward_towwn,179007,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),70
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,taung,ward_towwn,188478,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),140
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,taung chay,ward_towwn,220336,Provide monthly food baskets,In-kind,Host/local Community,Yes,82
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,tha peik taung (rakhine),ward_towwn,198377,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),14
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,gone nar,ward_towwn,198435,Provide monthly food baskets,In-kind,Host/local Community,Yes,18
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,thit yin,ward_towwn,198307,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),23
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,ywar ma mu sa lin,ward_towwn,198306,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),114
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,ywar ma rakhine,ward_towwn,198304,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),17
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,lay maing ward,ward_towwn,NA,Provide monthly food baskets,In-kind,Host/local Community,No (beneficiary is also receiving other assistant),410
2021-12-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe yin aye (natala),ward_towwn,220737,Provide monthly food baskets,In-kind,Host/local Community,Yes,34
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,aung pa,ward_towwn,198443,Provide support for income generation,Cash,Host/local Community,Yes,1123
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin,ward_towwn,198442,Provide support for income generation,Cash,Host/local Community,Yes,22
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,kant kaw myaing (natala),ward_towwn,220754,Provide support for income generation,Cash,Host/local Community,Yes,99
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,baw li (ku lar),ward_towwn,198427,Provide support for income generation,Cash,Host/local Community,Yes,360
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (ku lar),ward_towwn,198425,Provide support for income generation,Cash,Host/local Community,Yes,94
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (rakhine),ward_towwn,198424,Provide support for income generation,Cash,Host/local Community,Yes,358
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kyein chaung,ward_towwn,151113,Provide support for income generation,Cash,Host/local Community,Yes,240
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide support for income generation,Cash,Host/local Community,Yes,1585
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah nauk,ward_towwn,198295,Provide support for income generation,Cash,Host/local Community,Yes,383
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah shey,ward_towwn,198294,Provide support for income generation,Cash,Host/local Community,Yes,202
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan taw pyin ywar thit,ward_towwn,197994,Provide support for income generation,Cash,Host/local Community,Yes,75
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ywar gyi (middle),ward_towwn,197996,Provide support for income generation,Cash,Host/local Community,Yes,314
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,aung ba la,ward_towwn,158267,Provide support for income generation,Cash,Host/local Community,Yes,79
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gaung nyar,ward_towwn,197934,Provide support for income generation,Cash,Host/local Community,Yes,166
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gone nar,ward_towwn,198435,Provide support for income generation,Cash,Host/local Community,Yes,350
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan be,ward_towwn,197935,Provide support for income generation,Cash,Host/local Community,Yes,79
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan paing nar,ward_towwn,197937,Provide support for income generation,Cash,Host/local Community,Yes,241
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan htein,ward_towwn,197942,Provide support for income generation,Cash,Host/local Community,Yes,108
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar (west),ward_towwn,197940,Provide support for income generation,Cash,Host/local Community,Yes,223
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar kat pa kaung,ward_towwn,197933,Provide support for income generation,Cash,Host/local Community,Yes,816
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,zay di pyin,ward_towwn,165431,Provide support for income generation,Cash,Host/local Community,Yes,384
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,aung pa,ward_towwn,198443,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,6
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin,ward_towwn,198442,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,6
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,kant kaw myaing (natala),ward_towwn,220754,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,5
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,baw li (ku lar),ward_towwn,198427,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,8
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (ku lar),ward_towwn,198425,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,11
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,zay di taung (rakhine),ward_towwn,198424,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,3
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah nauk,ward_towwn,198295,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,10
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ah shey,ward_towwn,198294,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,4
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ywar gyi (middle),ward_towwn,197996,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,6
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,32
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gone nar,ward_towwn,198435,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,9
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan htein,ward_towwn,197942,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,7
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar kat pa kaung,ward_towwn,197933,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,12
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,zay di pyin,ward_towwn,165431,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,19
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kyein chaung,ward_towwn,151113,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,18
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,88
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,aung ba la,ward_towwn,158267,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,5
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gaung nyar,ward_towwn,197934,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,6
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gone nar,ward_towwn,198435,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,15
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan be,ward_towwn,197935,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,11
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan paing nar,ward_towwn,197937,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,19
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan htein,ward_towwn,197942,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,12
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar (west),ward_towwn,197940,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,18
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar kat pa kaung,ward_towwn,197933,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,37
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kyein chaung,ward_towwn,151113,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,153
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,2786
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,alel ywar,ward_towwn,220621,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,108
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,aung ba la,ward_towwn,158267,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,74
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gaung nyar,ward_towwn,197934,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,168
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gone nar,ward_towwn,198435,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,359
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan be,ward_towwn,197935,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,77
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan paing nar,ward_towwn,197937,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,243
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,north village,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,175
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan htein,ward_towwn,197942,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,96
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar (west),ward_towwn,197940,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,230
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar kat pa kaung,ward_towwn,197933,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,535
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,zay di pyin,ward_towwn,165431,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,380
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kyein chaung,ward_towwn,151113,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,18
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,ka nyin tan ward,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,88
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,alel ywar,ward_towwn,220621,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,8
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,aung ba la,ward_towwn,158267,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,5
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gaung nyar,ward_towwn,197934,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,6
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,gone nar,ward_towwn,198435,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,15
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan be,ward_towwn,197935,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,11
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,kan paing nar,ward_towwn,197937,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,19
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,north village,ward_towwn,NA,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,12
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,pan htein,ward_towwn,197942,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,12
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar (west),ward_towwn,197940,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,18
2021-10-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Maungdaw,MMR012009,shwe zar kat pa kaung,ward_towwn,197933,Provide crops & vegetables kits,In-kind,Host/local Community,Yes,17
